ComponentEventTemplate	Label	Count
kernel MOSAL(1) : file_pgoff = 0xcea4	-	1
postfix/cleanup 58BDBF200A8 : message-id = <20060427022148.50516F20126@#56#.#207#>	-	1
kernel dcsnmp32d S <*> <*> <*> <*> <*> <*> (NOTLB)	-	3
kernel MOSAL(1) : file_pgoff = 0x1d65a	-	1
chassis_mgr.x [INFO] : web-ui components started up successfully	-	27
postfix/cleanup 7AA02518A9D : message-id = <20060228000245.7AA02518A9D@tbird-#206#>	-	1
ib_sm.x [ib_sm_assign.c : 273] : Clean up SA resources for port forced down due to subnet prefix change , node - GUID = <*> , port = <*>	-	590
postfix/cleanup 7F838AC407A : message-id = <20060512201953.7F838AC407A@tbird-#2124#>	-	1
kernel Real Time Clock Driver v1.12	-	4041
ib_sm [ib_sm_sweep.c : 1841] : master not active , retries exceeded , retry count <*> , max retries <*>	-	5
kernel MOSAL(1) : file_pgoff = 0x2d5da	-	1
ib_sm [INFO] : Cold synchronize partition key table	-	42
postfix/cleanup 30D3DF20132 : message-id = <20060428131713.30D3DF20132@#56#.#207#>	-	1
postfix/cleanup 191D2F20126 : message-id = <20060405112203.191D2F20126@#56#.#207#>	-	1
ib_sm [ib_sm_discovery.c : 1050] : _ib_smDiscoverPort(port = 7)	-	44
kernel MOSAL(1) : file_pgoff = 0x2ab00	-	1
kernel MOSAL(1) : file_pgoff = 0x12670	-	1
postfix/cleanup CF7D0F200A5 : message-id = <20060420072502.CF7D0F200A5@#56#.#207#>	-	1
rc.sysinit Enabling swap space : succeeded	-	4107
ACPI <*> <*> PCI Interrupt Routing Table <*>	-	35
kernel MOSAL(1) : file_pgoff = 0x2d53b	-	1
kernel MOSAL(1) : next <*> : dump iobuf at <*> :	-	2
postfix/cleanup 3FE57864ABE : message-id = <20060418142204.3FE57864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x50ff	-	2
kernel MOSAL(1) : file_pgoff = 0x1b0a2	-	2
kernel MOSAL(1) : file_pgoff = 0x2d577	-	2
kernel <*> : <*> inactive : <*> dirty : <*> writeback : <*> unstable : <*> free : <*> slab : <*> mapped : <*> pagetables : <*>	-	2
Server Administrator Instrumentation Service EventID : <*> Memory device status is non-critical Memory device location : DIMM1_A Possible memory module event cause : Single bit warning error rate exceeded	-	1
postfix/cleanup CC192864ABE : message-id = <20060630190318.CC192864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d6d2	-	1
kernel MOSAL(1) : file_pgoff = 0x1d509	-	1
kernel MOSAL(1) : file_pgoff = 0x8820	-	1
sshd <*> : got result <*> <*>	-	422
kernel MOSAL(1) : file_pgoff = 0x5361	-	13
nfslock lockd -KILL succeeded	-	181
kernel panfs mount : Byte range locking is turned ON	-	4733
kernel MOSAL(1) : file_pgoff = 0x1f3b5	-	30
postfix/cleanup A9CEBF200A2 : message-id = <20060618111345.A9CEBF200A2@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1dc66	-	2
kernel MOSAL(1) : file_pgoff = 0xff3d	-	1
ib_sm.test [INFO] : IB <*> PID = <*>	-	5
kernel MOSAL(1) : file_pgoff = 0x2d379	-	1
ib_sm [ib_sm_sweep.c : 144] : A new IB node <*> : <*> : 6a : <*> : <*> : <*> : <*> : ed was discovered and assigned LID <*>	-	2
sendmail <*> : to = <*> , ctladdr = <*> <*> , delay = <*> : <*> : <*> , xdelay = <*> : <*> : <*> , mailer = local , pri = <*> , dsn = 2.0.0 , stat = Sent	-	8
postfix/cleanup 090A4F200A9 : message-id = <20060417081304.090A4F200A9@#56#.#207#>	-	1
postfix/cleanup 8338BAC407A : message-id = <20060531195850.8338BAC407A@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a7ec	-	2
kernel MOSAL(1) : file_pgoff = 0xfc1a	-	1
mount mount : fs type panfs not supported by kernel	-	1
postfix/cleanup CB13CF20133 : message-id = <20060630145803.CB13CF20133@#56#.#207#>	-	1
postfix/cleanup 7C5AB864ABE : message-id = <20060702100757.7C5AB864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x7c05	-	2
kernel MOSAL(1) : file_pgoff = 0xf76c	-	2
kernel MOSAL(1) : file_pgoff = 0x58a3	-	2
postfix/cleanup 83D2CF200E0 : message-id = <20060622143253.83D2CF200E0@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d0a3	-	1
kernel MOSAL(1) : file_pgoff = 0x100e1	-	1
sshd debug1 : Enabling compatibility mode for protocol 2.0	-	1
kernel MOSAL(1) : file_pgoff = 0x12094	-	1
kernel MOSAL(1) : file_pgoff = 0xbb5c	-	4
kernel MOSAL(1) : file_pgoff = 0x2d5cf	-	7
kernel MOSAL(1) : file_pgoff = 0x11211	-	1
kernel MOSAL(1) : file_pgoff = 0x9d76	-	1
kernel rpc : poll response for unknown request <*>	-	1
postfix/cleanup 30272F200C6 : message-id = <20060504194508.30272F200C6@#56#.#207#>	-	1
CROND (root) CMD (/usr/lib/sa/sa2 -A)	-	10
kernel MOSAL(1) : file_pgoff = 0x1576c	-	1
kernel THH(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/tptm.c[263] : reserve_mtt_segs : Cannot reserve 2KL(1) : [MM_create_mr] : MM_mr_get_keys failed	-	1
"crond (root) CMD (/apps/contrib/Get_Admin_SELs.sh | mail -s "" Admin Node SELs "" tbird-#214#@#207# 2>&1 > /dev/null)"	-	6
kernel MOSAL(1) : file_pgoff = 0x8b0d	-	1
postfix/cleanup CF23FF200A8 : message-id = <20060625143312.CF23FF200A8@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xbcd3	-	3
postfix/cleanup 908265186FE : message-id = <20051112011506.908265186FE@tbird-#206#>	-	1
"smartd Device : /dev/sda , is SMART capable. Adding to "" monitor "" list."	-	3493
kernel Buffer I/O error on device <*> , logical block <*>	-	68
RT RT : : Handle = <*> couldn't execute the query 'INSERT INTO ET_Types (Disabled , Created , Description , Name) VALUES (? , ? , ? , ?)' at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Handle.pm line <*> DBIx : : SearchBuilder : : Handle : : SimpleQuery('RT : : Handle = <*> , 'INSERT INTO ET_Types (Disabled , Created , Description , Name) V...' , <*> , ' <*> ' , 'test type' , 'UberTest') called at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Handle.pm line <*> DBIx : : SearchBuilder : : Handle : : Insert('RT : : Handle = <*> , 'ET_Types' , 'Disabled' , <*> , 'Created' , ' <*> ' , 'Description' , 'test type' , 'Name' , ...) called at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Handle/mysql.pm line <*> DBIx : : SearchBuilder : : Handle : : mysql : : Insert('RT : : Handle = <*> , 'ET_Types' , 'Disabled' , <*> , 'Created' , ' <*> ' , 'Description' , 'test type' , 'Name' , ...) called at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Record.pm line <*> DBIx : : SearchBuilder : : Recor	-	2
ib_sm [ib_sm_bringup.c : 562] : Program port state , node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : dc , port = <*> , current state <*> , neighbor node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : dc , port = <*> , current state <*>	-	11
kernel MOSAL(1) : file_pgoff = 0x1d092	-	1
ib_sm.test [INFO] : multicast route calculation elapsed time = 2178usec	-	1
kernel MOSAL(1) : file_pgoff = 0x1ad5c	-	1
kernel Node <*> Normal : 1320*4kB 12*8kB 3*16kB 2*32kB 0*64kB 1*128kB 0*256kB 0*512kB 1*1024kB 0*2048kB 75*4096kB <4>warning : many lost ticks.	-	1
postfix/cleanup C9F83AC4074 : message-id = <20060420183550.C9F83AC4074@tbird-#2124#>	-	1
kernel HighMem zone : <*> pages , LIFO batch : <*>	-	3901
kernel MOSAL(1) : file_pgoff = 0x13034	-	1
kernel MOSAL(1) : file_pgoff = 0x102f2	-	1
kernel MOSAL(1) : file_pgoff = 0x12980	-	22
moab <*> , <*> <*> CLASSLIST = <*>	-	3
kernel MOSAL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_iobuf.c[126] : dump iobspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_mlock.c[1226] : MOSAL_mlock_iobuf : Failed (MT_EAGAIN) priv_mosal_mlock for addr = 0x122C9000 size = 0x4000	-	1
kernel <ffffffff80148027>{__kernel_text_address+26} <ffffffff802d5721>{tcp_transmit_skb+2037}	-	1
postfix/cleanup 8D1B35181D1 : message-id = <20060120110800.8D1B35181D1@tbird-#206#>	-	1
login(pam_unix) session closed for user <*>	-	45
postfix/cleanup A0255518A41 : message-id = <20060331065756.A0255518A41@tbird-#206#>	-	1
kernel pan_ips : error -- nexus initiator connect callback , 0x23a2 (pan_sock : network unreachable) , err_loc = <*> , rhel_4_amd64/release/build/panfs/ips/pan_ips_nexus.c : <*>	-	115
logger Kickstart Install : Dell OMSA Package	-	358
sudo <*> : keytab : /etc/v5srvtab	-	2
postfix/cleanup C3329518A12 : message-id = <20051112104511.C3329518A12@tbird-#206#>	-	1
kernel Swap cache : add <*> , delete <*> , find 1336070/4348556 , ow <*> , high <*> , batch <*>	-	1
kernel Floppy drive(s) : fd0 is 1.44M	-	21
kernel MOSAL(1) : file_pgoff = 0x1d520	-	1
kernel [IB_NET][ipoib_ib_dev_down][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/host/ulp/ipoib/obj_host_amd64_custom1_rhel4/ts_ipoib/ipoib_ib.c : 679]ib0 : timeout waiting on <*> multicast joins still to complete	-	1
kernel MOSAL(1) : file_pgoff = 0x16079	-	1
kernel MOSAL(1) : file_pgoff = 0x11aed	-	1
postfix/cleanup D6488AC4094 : message-id = <20060516041533.D6488AC4094@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d683	-	2
sshd debug2 : channel <*> : write failed	-	1
kernel MOSAL(1) : file_pgoff = 0x1e262	-	167
"MDT %RPM0-P : CP %FTP-6-FTP_LOGIN_UNSUCCESSFUL : ftp login unsuccessful for user "" user """	-	1
postfix/cleanup 06A29F200A6 : message-id = <20060624132302.06A29F200A6@#56#.#207#>	-	1
postfix/cleanup 49E229EDF4 : message-id = <20060119110202.3A6879EDB3@#1020#>	-	1
postfix/cleanup C2767518A11 : message-id = <20051112104511.C2767518A11@tbird-#206#>	-	1
postfix/cleanup E31A6F20132 : message-id = <20060409191602.E31A6F20132@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1f23d	-	1
distccd <*> <*> <*>	-	3
kernel MOSAL(1) : file_pgoff = 0x12d3a	-	2
postfix/cleanup 877F1F200A5 : message-id = <20060421105502.877F1F200A5@#56#.#207#>	-	1
pbs_mom Bad file descriptor (9) in tm_request , non-local connect	-	49
postfix/cleanup 718955183D1 : message-id = <20051111074507.718955183D1@tbird-#206#>	-	1
sshd <*> : banner : Kerberos <*>	-	6243
kernel MOSAL(1) : file_pgoff = 0x13bdb	-	1
kernel MOSAL(1) : file_pgoff = 0x2d616	-	2
loop <*> <*> <*> <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x1f3a2	-	1
postfix/cleanup C951EF200A9 : message-id = <20060417051903.C951EF200A9@#56#.#207#>	-	1
ib_sm [INFO] : Standby SM DB has begun synchronization with Master SM Guid <*> : <*> : ad : <*> : <*> : <*> : <*> : <*>	-	42
kernel MOSAL(1) : file_pgoff = 0xd748	-	9
ib_sm.test [INFO] : multicast route program elapsed time = <*>	-	2
ib_sm [ib_sm_discovery.c : 1050] : _ib_smDiscoverPort(port = 1)	-	11
kernel MOSAL(1) : file_pgoff = 0xe434	-	3
kernel <ffffffff802e8e33>{inet_release+77} <ffffffff802a1160>{sock_release+22}	-	3
kernel sam raid obsd error on setattr : local_status 0x1d78 (IPS : command timed out) , obsd_error 0x0 (Success) virtual object <*> index <*> , stor_op <*> , component device <*>	-	3
postfix/cleanup DA62BF20132 : message-id = <20060408184602.DA62BF20132@#56#.#207#>	-	1
postfix/cleanup C1E66F200A7 : message-id = <20060415153702.C1E66F200A7@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d569	-	4
postfix/cleanup 064EC519176 : message-id = <20051114091509.064EC519176@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xd3f4	-	3
kernel <*> <*> HPET id : 0xffffffff base : 0xfed00000	-	4279
kernel <*> <*> <*> <*> avc : denied { write } for pid = <*> comm = ntpdate name = log dev = ram0 ino = <*> scontext = user_u : system_r : ntpd_t tcontext = user_u : object_r : file_t tclass = sock_file	-	428
kernel MOSAL(1) : b_eff[12983] : mnt_projects/sysapps/src/ib/topspin/t0	-	1
pbs_mom Bad UID for job execution (15023) in <*> , job_start_error from node <*> in job_start_error	-	8838
kernel MOSAL(1) : ump iobuf at 000001009b5b3380 :	-	1
kernel mptbase : ioc0 : IOCStatus(0x0043) : SCSI Device Not There	-	30
kernel MOSAL(1) : file_pgoff = 0xb514	-	1
kernel MOSAL(1) : file_pgoff = 0x1e230	-	1
Server Administrator Instrumentation Service EventID : <*> Redundancy lost Redundancy unit : BMC Fan Redundancy Chassis location : Main System Chassis Previous redundancy state was : Unknown	-	2
postfix/cleanup D54E3F20131 : message-id = <20060406231911.D54E3F20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1b0b1	-	1
kernel MOSAL(1) : file_pgoff = 0x1d78b	-	8
ksign Installing public key data	-	4
postfix/cleanup CD79CF200A8 : message-id = <20060709161755.CD79CF200A8@#56#.#207#>	-	1
kernel Linux version <*> <*> (gcc version <*> <*> (Red Hat <*> #1 SMP <*> <*> MDT <*>	-	4148
kernel MOSAL(1) : file_pgoff = 0x114b4	-	1
kernel MOSAL(1) : file_pgoff = 0x15f19	-	4
crond (root) CMD (/projects/tbird/temps/get_temps b &> /dev/null)	-	1158
kernel MOSAL(1) : file_pgoff = 0x198ea	-	1
postfix/cleanup 6FA16518A76 : message-id = <20060414022755.6FA16518A76@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d226	-	1
"crond (#57#) CMD (sudo /home/#57#/show_loggedin.sh | mail -s "" Logged In "" #57#@#207#)"	-	31
login(pam_unix) check pass ; user unknown	-	4
hal.hotplug <*> <*> <*> <*>	-	46
kernel MOSAL(1) : file_pgoff = 0x1f12f	-	1
kernel pan_ips : error -- tx sched send next , 0x2399 (pan_sock : connection reset by peer) , err_loc = <*> , rhel_4_amd64/release/build/panfs/ips/pan_ips_tx_sched.c : <*>	-	4122
kernel MOSAL(1) : file_pgoff = 0x1a7dc	-	11
logger Kickstart : setup firstboot for tbird panasas env	-	410
postfix/cleanup EC1DF864ABE : message-id = <20060412183702.EC1DF864ABE@#56#.#207#>	-	1
ib_sm.x [INFO] : Configuration caused by previous GET/SET operation failures	-	369
kernel MOSAL(1) : file_pgoff = 0x2d72c	-	4
kernel MOSAL(1) : file_pgoff = 0x160c7	-	4
postfix/cleanup 6103651816B : message-id = <20051110191642.6103651816B@tbird-#206#>	-	1
kernel MOSAL(1) : ref_iobuf = <*> : map_list = 000001016e0e45c0	-	1
kernel MOSAL(1) : file_pgoff = 0x2d48b	-	4
ib_sm [ib_sm_worker.c : <*> : Enter <*>	-	130
kernel Clock : inserting leap second <*> : <*> : <*> UTC	-	28
pbs_mom No child processes (10) in is_update_stat , cannot specify protocol to tbird-admin2	-	20
kernel MOSAL(1) : file_pgoff = 0x13dfc	-	2
pbs_mom req_cpyfile , Unable to copy file <*> to <*>	-	55
kernel pan_trace : panfs trace buffer <*> added.	-	4622
kernel MOSAL(1) : file_pgoff = 0x2d789	-	2
ib_sm [ib_sm_assign.c : 561] : Assigning LID , node - GUID = <*> : <*> : ad : <*> : <*> : <*> : <*> <*> bc , port = <*>	-	64
kernel MOSAL(1) : file_pgoff = 0x14d8c	-	2
postfix/cleanup 197F4518073 : message-id = <20051122152843.18948518072@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xc07e	-	1
kernel MOSAL(1) : file_pgoff = 0xb38f	-	3
postfix/postqueue warning : Mail system is down -- accessing queue directly	-	3
ib_sm [ib_sm_db_sync_session.c : 1811] : Terminating DBSync event loop	-	1
postfix/cleanup D0D7F864ABE : message-id = <20060710201252.D0D7F864ABE@#56#.#207#>	-	1
postfix/cleanup 74D17F20099 : message-id = <20060702235252.74D17F20099@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x113be	-	1
kernel MOSAL(1) : file_pgoff = 0x1662c	-	39
kernel pan_sam : <*> : unable to report I/O error(s) to SM 0x020038da11df0002(SM) : 0x2eea (bindcache : No realm managers found)	-	127
postfix/cleanup 9114FF200A0 : message-id = <20060412014302.9114FF200A0@#56#.#207#>	-	1
postfix/cleanup 5EC91F2012E : message-id = <20060619125259.5EC91F2012E@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x15f4a	-	11
ib_sm.x [ib_sm_transport.c : 317] : mad timeout , transaction_id <*> , class 0x81 , attrib 0x20 , method <*> , attrib mod 0x0 , slid <*> , dlid <*> , hop_count : <*> , direct_path : <*> , <*> , <*> , <*> , <*> , <*>	-	3
postfix/cleanup 91B99F20131 : message-id = <20060626105745.91B99F20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d7ad	-	1
postfix/cleanup AB623F20132 : message-id = <20060410055203.AB623F20132@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x128f9	-	2
kernel MOSAL(1) : file_pgoff = 0x847c	-	3
postfix/cleanup 47B75111BE2 : message-id = <20060119110202.47B75111BE2@#950#>	-	1
postfix/cleanup 24935F20126 : message-id = <20060405173413.24935F20126@#56#.#207#>	-	1
postfix/cleanup 4AFCE518A49 : message-id = <20060331110548.4AFCE518A49@tbird-#206#>	-	1
postfix/cleanup 5B644F20132 : message-id = <20060408102503.5B644F20132@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xbaa1	-	7
postfix/cleanup 27ACE5187CC : message-id = <20051112011512.27ACE5187CC@tbird-#206#>	-	1
ib_sm.x [INFO] : Configuration caused by some ports in INIT state	-	14598
postfix/cleanup DF5A43B8006 : message-id = <20060525150000.DC2BA3B8003@tbird-#2837#>	-	1
postfix/cleanup 117C7518226 : message-id = <20051111011526.117C7518226@tbird-#206#>	-	1
postfix/cleanup 31E27F20132 : message-id = <20060409221902.31E27F20132@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x9a36	-	4
kernel MOSAL(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_mlock.c[1226] : MOSAL_mlock_iobuf : Failed (MT_EAGAIN) priv_mosal_mlock for addr = 0x1DAA2000 size) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_mlock.c[290] : unlock_it : unknown error (-11)	-	1
kernel <ffffffffa00ad1f0>{ : ts_kernel_poll : _tsKernelPollSleepThread+0}	-	1
postfix/cleanup 6C576F20131 : message-id = <20060407201303.6C576F20131@#56#.#207#>	-	1
kernel <ffffffff801814da>{__link_path_walk+3862} <ffffffff80130001>{recalc_task_prio+337}	-	1
rc Stopping postfix : failed	-	1
kernel Node <*> HighMem free : 0kB min : 128kB low : 256kB high : 3844>protections[] : <*> <*> <*>	-	1
ib_sm [INFO] : IB SM Heartbeat PID = <*>	-	3
postfix/cleanup B65EA518A70 : message-id = <20060412190836.B65EA518A70@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d04f	-	1
postfix/cleanup 488775181D1 : message-id = <20060120191548.488775181D1@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1d4d7	-	1
slot101:10.100.253.147 ibstatmon Mad Util Send Timeout : LID : <*> QP : <*> timeout = <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d661	-	2
kernel MOSAL(1) : file_pgoff = 0xf1c4	-	29
kernel MOSAL(1) : file_pgoff = 0x19e68	-	16
postfix/cleanup F25FBF200A9 : message-id = <20060422194002.F25FBF200A9@#56#.#207#>	-	1
kernel <*> <*> error -- cmd_destroy : invoking callback on aborted (rc = 0x23a8 (pan_sock : broken pipe)) command <*>	-	58
kernel MOSAL(1) : file_pgoff = 0x1666d	-	1
kernel THH(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/cmdif_comm.c[1392] : list of outstanding tokens :	-	4
RT WebRT : Don't know how to seach for ports (yet) () (/opt/rt3/share/html/Elements/Error : 76)	-	1
kernel MOSAL(1) : file_pgoff = 0x2cfdd	-	1
kernel MOSAL(1) : file_pgoff = 0xa5bf	-	1
postfix/cleanup 755EB518A2A : message-id = <20060331001339.755EB518A2A@tbird-#206#>	-	1
postfix/cleanup 9505CF2009E : message-id = <20060301220743.9505CF2009E@#56#.#207#>	-	1
kernel checking if image is initramfs... it is	-	3494
postfix/cleanup 14FCAF200A2 : message-id = <20060628095246.14FCAF200A2@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a72e	-	2
kernel Swap cache : add 1367cpu <*> hot : low <*> , high <*> , batch <*>	-	1
diag_mgr.x [INFO] : accepted new conn to listening fd <*> fd = <*>	-	39
kernel serio : i8042 AUX port at 0x60 , 0x64 irq <*>	-	4166
kernel MOSAL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_ap_list = 000001016e0f09c0	-	1
postfix/cleanup 195C7F200A6 : message-id = <20060706023748.195C7F200A6@#56#.#207#>	-	1
postfix/cleanup 6FD315189F8 : message-id = <20060228000216.6FD315189F8@tbird-#206#>	-	1
postfix/cleanup 7DFA3518C9E : message-id = <20060612214849.7DFA3518C9E@tbird-#206#>	-	1
kernel THH(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/cmdif.c[212] : Failed command 0x24 (TAVOR_IF_CMD_MAD_IFC) : status = 0x30 (IF_CMD_STAT_BAD_PKT - Bad management packet (silently discarded))	-	35
pbs_mom im_eof , job <*> lost connection to MS on <*>	-	292
kernel MOSAL(1) : file_pgoff = 0x11bf6	-	1
postfix/cleanup 260E7F20133 : message-id = <20060629023249.260E7F20133@#56#.#207#>	-	1
ib_port_agent.x [INFO] : Change AdminStatus on <*> - new value = <*>	-	1348
postfix/cleanup 3E220F2012E : message-id = <20060619131133.3E220F2012E@#56#.#207#>	-	1
kernel <*> <*> <*> used by override.	-	11712
kernel MOSAL(1) : va = 0x1E007000(1) : size = 0x2B000	-	1
postfix/cleanup 4C3D8F20133 : message-id = <20060628220303.4C3D8F20133@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xdfaa	-	1
kernel MOSAL(1) : file_pgoff = 0xb6ee	-	2
kernel Swap cache : add <*> , delete <*> <*> <*> : panfs : <*>	-	5
kernel MOSAL(1) : file_pgoff = 0x16320	-	1
postfix/cleanup BAB55864ABE : message-id = <20060626093744.BAB55864ABE@#56#.#207#>	-	1
printk <*> <*> <*>	-	59
login <*> : flag : no <*>	-	3
postfix/cleanup 99FA8F20131 : message-id = <20060427100646.99FA8F20131@#56#.#207#>	-	1
ib_sm [ib_sm_routing.c : 2517] : Allocating ext_port id <*> for node guid <*> : <*> : ad : <*> : <*> : <*> : <*> <*> ae , port <*>	-	54
kernel Free pages : <*> <*> <*>	-	2746
postfix/cleanup 0B081AC40D9 : message-id = <20060502160634.0B081AC40D9@tbird-#2124#>	-	1
kernel nfs warning : mount version older than kernel	-	641
postfix/cleanup 5F66AF20126 : message-id = <20060424122803.5F66AF20126@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d447	-	3
postfix/cleanup 3683EF2012E : message-id = <20060618220355.3683EF2012E@#56#.#207#>	-	1
postfix/smtp connect to <*> : Connection timed out (port 25)	-	727
kernel MOSAL(1) : file_pgoff = 0x9f73	-	4
kernel MOSAL(1) : file_pgoff = 0x2d568	-	7
kernel Raid operation did not complete in <*> minutes : status of the dag is as follows :	-	3
ib_sm [ib_sm_multicast.c : 993] : Program switch = <*> : <*> : 6a : <*> : <*> : <*> : <*> : <*> MFT OK	-	259
