ComponentEventTemplate	Label	Count
postfix/cleanup 2AFEDF200A3 : message-id = <20060704225254.2AFEDF200A3@#56#.#207#>	-	1
ib_sm.x [ib_sm_trap.c : 446] : Receive port-state change trap from switch (LID = 453)	-	3
postfix/cleanup 50DE7518A9E : message-id = <20060228000245.50DE7518A9E@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x18073	-	2
postfix/cleanup 2A29DF200A9 : message-id = <20060405163132.26AF7F20126@#56#.#207#>	-	1
postfix/cleanup AB135518993 : message-id = <20060303122800.AB135518993@tbird-#206#>	-	1
sshd debug1 : input_session_request	-	1
kernel MOSAL(1) : file_pgoff = 0x1ab33	-	68
postfix/cleanup F339EAC407C : message-id = <20060512201953.F339EAC407C@tbird-#2124#>	-	1
postfix/cleanup BB588519119 : message-id = <20051114091506.BB588519119@tbird-#206#>	-	1
pbs_mom cannot lock '/var/spool/pbs/mom_priv/mom.lock' - another mom running	-	75
kernel MOSAL(1) : file_pgoff = 0x2d3c8	-	1
kernel MOSAL(1) : file_pgoff = 0x2d667	-	1
postfix/cleanup 25E92F2009F : message-id = <20060703160822.25E92F2009F@#56#.#207#>	-	1
mount bindcache : failed init IPS : 0x5 (Out of memory)	-	3230
kernel MOSAL(1) : file_pgoff = 0x16620	-	24
su(pam_unix) session opened for user <*> by <*> = 0)	-	499
kernel MOSAL(1) : file_pgoff = 0x2d582	-	2
crond (root) CMD (/projects/tbird/temps/get_temps b &> /dev/null)	-	1241
crond (root) CMD (/home/#57#/fans/new/getFans-A2.sh)	-	1
kernel MOSAL(1) : file_pgoff = 0x2cfa7	-	1
kernel MOSAL(1) : file_pgoff = 0x6de7	-	12
postfix/cleanup 563B1F200A6 : message-id = <20060707030300.563B1F200A6@#56#.#207#>	-	1
postfix/cleanup D9A7F518DAA : message-id = <20060331065615.D9A7F518DAA@tbird-#206#>	-	1
LustreError <*> <*> <*> <*> <*> <*> <*> <*> <*> previously skipped <*> similar messages	-	6
slot101:10.100.253.146 plugnplay Osa : Leaf <*> is reporting fiber latch fault condition on port <*>	-	369
kernel <ffffffff802a9763>{dev_queue_xmit+525} <ffffffff80131543>{activate_task+124}	-	2
postfix/cleanup 44B8C518A3A : message-id = <20060403192348.44B8C518A3A@tbird-#206#>	-	1
kernel <ffffffff80132f56>{default_wake_function+0} <ffffffff80132ffc>{__wake_up+54}	-	1
kernel MOSAL(1) : file_pgoff = 0x1926c	-	1
postfix/cleanup 6D580F20131 : message-id = <20060407005356.6D580F20131@#56#.#207#>	-	1
kernel 00000101bc614030 00000000000001c8	-	1
kernel THH(1) : XHH_mrwm_register_mr : rc = HH_EAG3] : alloc_reg_pages : Out of MTT entries	-	1
"kernel panfs : no version for "" struct_module "" found : kernel tainted."	-	4078
postfix/cleanup 2AC9CF200A7 : message-id = <20060525202248.2AC9CF200A7@#56#.#207#>	-	1
LustreError <*> : <*> : (llite_lib.c : <*> : ll_statfs_internal()) mdc_statfs fails : rc = -4	-	1
kernel <*> <*> Detected <*> MHz processor.	-	4382
postfix/cleanup 29C4E864ABE : message-id = <20060419021747.29C4E864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2cf6e	-	1
RT Can't use an undefined value as a symbol reference at ./test.pl line 22. (/opt/rt3/lib/RT.pm : 317)	-	1
kernel MOSAL(1) : file_pgoff = 0x1cc70	-	1
kernel bindcache : <*> bindcache requests are still outstanding! <*> still in flight. This is a tolerated memory leak as per bug 27645.	-	91
ib_sm [ib_sm_bringup.c : 489] : Active state mismatch GUID = <*> : <*> : ad : <*> : <*> : <*> : <*> <*> ab , port = <*> , state <*> , GUID = <*> : <*> : ad : <*> : <*> : <*> : <*> <*> ab , port = <*> , state <*>	-	7
kernel MOSAL(1) : file_pgoff = 0x181e4	-	2
kernel MOSAL(1) : need_page_secL(1) : mlock_ctx = <*>	-	1
postfix/cleanup 774F2518AD6 : message-id = <20060331065805.774F2518AD6@tbird-#206#>	-	1
kernel <*> <*> <*> (v001 DELL PE BKC 0x00000001 MSFT <*> @ <*>	-	20415
kernel MOSAL(1) : file_pgoff = 0x14b51	-	1
postfix/cleanup A5534F20132 : message-id = <20060410071002.A5534F20132@#56#.#207#>	-	1
PCI-DMA Using software bounce buffering for IO (SWIOTLB)	-	3
kernel MOSAL(1) : file_pgoff = 0x1f320	-	1
kernel MOSAL(1) : file_pgoff = 0x2d83b	-	1
postfix/cleanup B99CDF2009E : message-id = <20060419184302.B99CDF2009E@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x12f27	-	2
kernel VIPKL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux00000000	-	1
kernel MOSAL(1) : file_pgoff = 0x2cf14	-	1
kernel sda : <*> scsi generic <*> at scsi0 , channel <*> , id <*> , lun <*> , type <*>	-	9
kernel MOSAL(1) : mlock_ctx = <*> MOSAL(1) : page_shift = <*>	-	1
postfix/cleanup 1964F864ABE : message-id = <20060420103356.1964F864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xe869	-	1
postfix/cleanup 860FBF200A6 : message-id = <20060624210813.860FBF200A6@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a7fe	-	1
instsvcdrv dcdipm device driver build failed for kernel 2.6.9-34.EL_lustre. <*> smp. DKS failed to find kernel source at /lib/modules/2.6.9-34.EL_lustre. <*> smp/build. DKS requires kernel source to build device drivers.	-	143
kernel MOSAL(1) : file_pgoff = 0xe4b7	-	2
kernel MOSAL(1) : file_pgoff = 0x2d641	-	5
CROND (root) CMD (run-parts /etc/cron.daily)	-	12
dhcpd DHCPREQUEST for <*> ( <*> ) from <*> : <*> : <*> : df : ba : <*> via eth1	-	2
in.tftpd tftpd : read : Connection refused	-	5
postfix/cleanup C99D9518A37 : message-id = <20060331164041.C99D9518A37@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x7ae1	-	1
postfix/cleanup DB004518E90 : message-id = <20051113151507.DB004518E90@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a790	-	1
kernel MOSAL(1) : file_pgoff = 0x15762	-	1
sshd <*> : called to authenticate <*>	-	407
postfix/cleanup 30A5E780092 : message-id = <20060413100442.30A5E780092@#819#>	-	1
postfix/cleanup 9AE4B864ABE : message-id = <20060418160253.9AE4B864ABE@#56#.#207#>	-	1
kernel bindcache : ERROR : shutdown timed out after <*> : <*> with <*> open/in-flight bindings	-	106
kernel MOSAL(1) : file_pgoff = 0xefce	-	2
postfix/cleanup BAA52AC4074 : message-id = <20060331001540.BAA52AC4074@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d0be	-	6
ib_sm [ib_sm_bringup.c : 581] : Force port (node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : cc , port = <*> , state = 4) to DOWN because (1) 1st sweep or (2) role change.	-	10
postfix/cleanup 894CCF200A1 : message-id = <20060402214501.894CCF200A1@#56#.#207#>	-	1
RT About to think about scrips for transaction <*>	-	8791
sshd PAM password failed for user <*>	-	34
kernel MOSAL(1) : file_pgoff = 0x1d181	-	50
logger Kickstart Install : Reducing mingetty count ...	-	412
messagebus <*> <*> <*>	-	8433
postfix/cleanup 6BDB45181D1 : message-id = <20060120195005.6BDB45181D1@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x19397	-	4
kernel MOSAL(1) : file_pgoff = 0x14bd4	-	4
kernel MOSAL(1) : file_pgoff = 0x1eff3	-	1
kernel MOSAL(1) : file_pgoff = 0x2d6d4	-	4
kernel MOSAL(1) : file_pgoff = 0x129f0	-	1
postfix/cleanup B33E2864ABF : message-id = <20060417184745.B33E2864ABF@#56#.#207#>	-	1
postfix/cleanup F0104AC40D4 : message-id = <20060510153120.F0104AC40D4@tbird-#2124#>	-	1
postfix/cleanup DB9CFAC407C : message-id = <20060424143831.DB9CFAC407C@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0xdce5	-	123
kernel [IB_NET][ipoib_sarp_rewrite_send][/mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/host/ulp/ipoib/obj_host_amd64_custom1_rhel4/ts_ipoib/ipoib_arp.c : 1008]ib0 : can't find hw address for hash <*> : <*> : <*> : <*> : <*> : <*>	-	656
postfix/cleanup 5F115864ABE : message-id = <20060413050702.5F115864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d2e3	-	1
kernel MOSAL(1) : file_pgoff = 0x1710f	-	1
kernel MOSAL(1) : file_pgoff = 0x160e2	-	1
postfix/cleanup B5AFEAC4073 : message-id = <20060415215101.B5AFEAC4073@tbird-#2124#>	-	1
postfix/cleanup 50220AC4074 : message-id = <20060430170354.50220AC4074@tbird-#2124#>	-	1
postfix/cleanup 3C69BF2009E : message-id = <20060419091602.3C69BF2009E@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2cee6	-	1
RSP <*> <*> <*> : <*> EFLAGS : <*>	-	1
postfix/cleanup 4C07E518A52 : message-id = <20060330190257.4C07E518A52@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1aa06	-	1
kernel MOSAL(1) : file_pgoff = 0x15dc4	-	1
postfix/cleanup EA64C864ABE : message-id = <20060628091247.EA64C864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x13e20	-	2
kernel MOSAL(1) : file_pgoff = 0x2d40f	-	1
postfix/cleanup 371F8F200A2 : message-id = <20060708033750.371F8F200A2@#56#.#207#>	-	1
RT Error : Asset Type already exists (/opt/rt3/lib/RT.pm : 287)	-	1
postfix/cleanup 76BF3F20126 : message-id = <20060425172803.76BF3F20126@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xcedf	-	1
postfix/cleanup 586AD518AE2 : message-id = <20051112154507.586AD518AE2@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x14530	-	3
kernel MOSAL(1) : file_pgoff = 0x2ced0	-	1
kernel 000000018014d12b 0000010037d33030	-	1
kernel MOSAL(1) : file_pgoff = 0x2d4ea	-	5
crond (root) CMD (/home/#57#/Check_Admins_ping.sh 2>&1 > /dev/null)	-	2
postfix/cleanup C7925518184 : message-id = <20060107082228.C7925518184@tbird-#206#>	-	1
postfix/cleanup 107DF518A29 : message-id = <20060330190116.107DF518A29@tbird-#206#>	-	1
postfix/cleanup 4F10AAC40B9 : message-id = <20060430172542.4F10AAC40B9@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x100c9	-	1
postfix/cleanup A6C09518A76 : message-id = <20060331065417.A6C09518A76@tbird-#206#>	-	1
postfix/cleanup 2247EF200A5 : message-id = <20060421014903.2247EF200A5@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d56d	-	1
postfix/cleanup 1D71DF20133 : message-id = <20060626162253.1D71DF20133@#56#.#207#>	-	1
ntpdate bind() fails : Permission denied	-	15
kernel MOSAL(1) : file_pgoff = 0x9737	-	1
ib_sm.x [ib_sm_bringup.c : <*> : Program port state , node = <*> , port = <*> , current state <*> , neighbor node = <*> , port = <*> , current state <*>	-	2806
RT Warning! Custom Field does not exist for asset <*> : Disk size (GB) (RAS.pm : 447)	-	203
kernel MOSAL(1) : file_pgoff = 0x2d453	-	5
crond (root) CMD (/apps/contrib/issues/pull_issues_table &>/dev/null)	-	55
kernel MOSAL(1) : file_pgoff = 0xc554	-	4
postfix/cleanup E02C4518BA9 : message-id = <20051112164505.E02C4518BA9@tbird-#206#>	-	1
postfix/cleanup 95E20518A46 : message-id = <20060406042328.95E20518A46@tbird-#206#>	-	1
postfix/cleanup EE226F20126 : message-id = <20060426085802.EE226F20126@#56#.#207#>	-	1
ib_sm <*> <*> <*>	-	1
kernel <*> : <*> <*> <*> <*> <*> <*> <*> failed <*> <*> : dump iobuf at <*> :	-	4
distccd <*> <*> <*>	-	2
ifup ts_ipoib device ib0 does not seem to be present , delaying initialization.	-	209
kernel MOSAL(1) : file_pgoff = 0x12bb4	-	1
kernel MOSAL(1) : file_pgoff = 0xd70c	-	1
kernel MOSAL(1) : file_pgoff = 0xd648	-	55
kernel MOSAL(1) : map : Failed (MT_EAGAIN) priv_mosal_mlock for addr = 0x1FADB000 size = 0x4000	-	1
kernel MOSAL(1) : file_pgoff = 0x1d507	-	3
postfix/cleanup 96F1C864ABE : message-id = <20060702162320.96F1C864ABE@#56#.#207#>	-	1
postfix/cleanup 3D277518100 : message-id = <20051213181025.3D277518100@tbird-#206#>	-	1
postfix/cleanup D8EB6F20131 : message-id = <20060427094303.D8EB6F20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a1e2	-	48
kernel MOSAL(1) : file_pgoff = 0x16ea9	-	1
postfix/cleanup 44E5A864ABF : message-id = <20060415043747.44E5A864ABF@#56#.#207#>	-	1
audit(1140437875.396:1) <*>	-	1
kernel MOSAL(1) : file_pgoff = 0xb882	-	1
pbs_mom Invalid argument (22) in nusers , <*> : get_proc_stat	-	1
kernel MOSAL(1) : file_pgoff = 0xdf12	-	1
moab WARNING : cannot open FS data file <*>	-	8
kernel MOSAL(1) : file_pgoff = 0x1011b	-	1
postfix/cleanup 302B1F20133 : message-id = <20060628112248.302B1F20133@#56#.#207#>	-	1
netdump: inserting netconsole module with arguments magic1 = 0x11111111 magic2 = 0x11111111 netconsole = @/eth0 , <*> : <*> : <*> : E3 : <*> : <*>	-	20
kernel MOSAL(1) : file_pgoff = 0x1a103	-	15
postfix/cleanup C88F1F200A7 : message-id = <20060415120746.C88F1F200A7@#56#.#207#>	-	1
postfix/cleanup C50F8F200A0 : message-id = <20060411101527.C50F8F200A0@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xcdac	-	1
postfix/cleanup E672CF20126 : message-id = <20060508154749.E672CF20126@#56#.#207#>	-	1
kernel 00000101af7cbeb8 <*> 00000101a8c8f618 00000101b24e8018	-	1
kernel MOSAL(1) : file_pgoff = 0x19bba	-	1
kernel MOSAL(1) : file_pgoff = 0x1a02d	-	21
kernel MOSAL(1) : file_pgoff = 0x2d75d	-	5
kernel MOSAL(1) : file_pgoff = 0x15759	-	1
postfix/cleanup 84A9B518299 : message-id = <20060217000518.84A9B518299@tbird-#206#>	-	1
postfix/cleanup 22537AC409D : message-id = <20060516041516.22537AC409D@tbird-#2124#>	-	1
postfix/cleanup 7798B518A28 : message-id = <20060331065251.7798B518A28@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x19b3d	-	1
kernel MOSAL(1) : file_pgoff = 0x18ce5	-	1
postfix/cleanup 58159F200A3 : message-id = <20060623080246.58159F200A3@#56#.#207#>	-	1
postfix/cleanup 0605FF200A2 : message-id = <20060619024301.0605FF200A2@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xe0e5	-	2
kernel VIPKL(1) : [create_mr] MM_00size = 0x19000	-	1
kernel MOSAL(1) : file_pgoff = 0xb327	-	32
kernel MOSAL(1) : file_pgoff = 0x15b47	-	1
postfix/cleanup 96FE2864ABE : message-id = <20060616180248.96FE2864ABE@#56#.#207#>	-	1
kernel 00000101b172be68 <*> <*> ffffffff8015e6a7	-	1
postfix/cleanup B0898AC4078 : message-id = <20060608032517.B0898AC4078@tbird-#2124#>	-	1
kernel <*> 00000101b794d800 <*> <*>	-	1
pciehp Both _OSC and OSHP methods do not exist	-	2
postfix/cleanup A9E6FF20131 : message-id = <20060407010103.A9E6FF20131@#56#.#207#>	-	1
kernel <*> <*> <*> a <*> <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x1da71	-	1
smartd smartd startup failed	-	376
kernel MOSAL(1) : file_pgoff = 0x2d58c	-	1
CPU0 <*> <*> Intel(R) Xeon(TM) CPU 3.60GHz stepping <*>	-	2
kernel MOSAL(1) : file_pgoff = 0xc170	-	1
postfix/cleanup A59AF5189B1 : message-id = <20060310215401.A59AF5189B1@tbird-#206#>	-	1
kernel Vendor : MegaRAID Model : LD <*> <*> <*> Rev : 521S	-	273
kernel EXT3-fs error (device sda5) : ext3_get_inode_loc : <2>EXT3-fs error (device sda5) in ext3_reserve_inode_write : Journal has aborted	EXT_FS	1
kernel MOSAL(1) : file_pgoff = 0x2d37c	-	1
postfix/cleanup AEF06519271 : message-id = <20051115151550.AEF06519271@tbird-#206#>	-	1
kernel pan_ips : error -- tx sched send , 0x23a1 (pan_sock : timeout) , err_loc = <*> , rhel_4_amd64/release/build/panfs/ips/pan_ips_tx_sched.c : <*>	-	615
kernel MOSAL(1) : file_pgoff = 0x1744a	-	4
kernel ACPI : RSDP (v000 DELL ) @ <*>	-	4166
kernel MOSAL(1) : file_pgoff = 0x1d069	-	1
postfix/cleanup <*> : message-id = <20060130110217.325E41444B@#74#>	-	1
kernel 00000101b8be07f0 00000000000001d3	-	1
kernel MOSAL(1) : file_pgoff = 0x76de	-	1
kernel MOSAL(1) : file_pgoff = 0x5882	-	2
postfix/cleanup F2F1E51899F : message-id = <20060307110538.F2F1E51899F@tbird-#206#>	-	1
ib_mgr.x [CONF] : [super] : config no ib sm subnet-prefix fe : <*> : <*> : <*> : <*> : <*> : <*> : <*>	-	65
postfix/cleanup 1D87E518235 : message-id = <20051111011526.1D87E518235@tbird-#206#>	-	1
postfix/cleanup C4E2C5181DA : message-id = <20051110224810.C4E2C5181DA@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xf134	-	1
pbs_mom Connection refused (111) in open_demux , open_demux : cannot connect to <*>	PBS_CON	5557
kernel <ffffffff8018a4e9>{__posix_lock_file+1147} <ffffffff8018b844>{fcntl_setlk+646}	-	1
kernel MOSAL(1) : file_pgoff = 0x8c07	-	2
dhcpd DHCPDISCOVER from <*> : <*> : <*> : <*> : <*> <*> <*> via eth1	-	1141
postfix/cleanup 31C7BF200A5 : message-id = <20060421075744.31C7BF200A5@#56#.#207#>	-	1
postfix/cleanup 87C20518D21 : message-id = <20060228000347.87C20518D21@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1ab25	-	4
kernel Using software bounce buffering for IO (SWIOTLB)	-	4341
kernel MOSAL(1) : file_pgoff = 0x1ad2b	-	1
kernel hub <*> : 1.0 : USB hub found	-	21938
postfix/cleanup 3ACB5AC40CC : message-id = <20060502160630.3ACB5AC40CC@tbird-#2124#>	-	1
PCI Probing PCI hardware (bus 00)	-	2
crond (root) CMD (/projects/tbird/temps/get_temps c &> /dev/null)	-	1235
kernel MOSAL(1) : file_pgoff = 0x2d123	-	1
kernel MOSAL(1) : file_pgoff = 0xfedb	-	9
UTC <*> : CP %SEC-5-LOGOUT : Exec session is terminated for user admin on line <*> <*> <*> <*>	-	6
kernel MOSAL(1) : file_pgoff = 0x29e9a	-	2
kernel <ffffffff80142848>{sys_rt_sigtimedwait+487} <ffffffff80161ede>{release_pages+353}	-	1
kernel MOSAL(1) : file_pgoff = 0x1563c	-	1
kernel pan_rpc_native_poll_req : unable to send poll pkt 0x2399 (pan_sock : connection reset by peer)	-	1864
kernel MOSAL(1) : file_pgoff = 0x2ceb1	-	2
kernel MOSAL(1) : file_pgoff = 0xa2ed	-	3
crond (#65#) CMD (csh -x /home/#65#/salinas/tbird/cron_script.tbird > /home/#65#/salinas/tbird/VOTD/crontab.log 2>&1)	-	2
kernel MOSAL(1) : file_pgoff = 0x2d742	-	2
kernel MOSAL(1) : file_pgoff = 0x1a2d1	-	27
ib_sm [ib_sm_bringup.c : 581] : Force port (node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : db , port = <*> , state = 4) to DOWN because (1) 1st sweep or (2) role change.	-	11
crond (root) CMD (/projects/tbird/temps/get_temps b)	-	464
postfix/cleanup 90BB1F20126 : message-id = <20060425120006.90BB1F20126@#56#.#207#>	-	1
dhcpd DHCPREQUEST for <*> ( <*> ) from <*> : <*> : <*> : e4 : cd : ec via eth1 : unknown lease <*> .	-	7
kernel MOSAL(1) : file_pgoff = 0x1bdb5	-	2
kernel MOSAL(1) : file_pgoff = 0x664d	-	1
"sshd debug1 : PAM : setting PAM_TTY to "" ssh """	-	2
postfix/cleanup <*> : message-id = <20060301092639.46386518985@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xde59	-	2
postfix/cleanup 9F73AAC4074 : message-id = <20060331001311.9F73AAC4074@tbird-#2124#>	-	1
kernel pan_ips : error -- cmd scsi , 0x2399 (pan_sock : connection reset by peer) , err_loc = <*> , rhel_4_amd64/release/build/panfs/ips/pan_ips_cmd.c : <*>	-	1547
Server Administrator Instrumentation Service EventID : <*> Voltage sensor detected a failure value Sensor location : BMC CMOS Battery Chassis location : Main System Chassis Previous state was : OK (Normal) Voltage sensor value (in Volts) : 2.631	-	4
smokeping Got HUP signal , restarting gracefully.	-	4
postfix/cleanup 9AA58AC407A : message-id = <20060421221638.9AA58AC407A@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x15474	-	4
ntpd ntpd #727#@1.892 <*> <*> EST <*> (1)	-	1
crond <*> MAIL (mailed <*> bytes of output but got status <*> )	-	19
postfix/cleanup 58676F20131 : message-id = <20060428053103.58676F20131@#56#.#207#>	-	1
postfix/cleanup DEB493B800B : message-id = <20060506120001.DB7E23B8003@tbird-#2652#>	-	1
RT RT : : Handle = HASH(0x18ec9c0) couldn't execute the query 'INSERT INTO ET_Events (Type , Created , Asset_id , Description) VALUES (? , ? , ? , ?)' at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Handle.pm line <*> DBIx : : SearchBuilder : : Handle : : SimpleQuery('RT : : Handle = HASH(0x18ec9c0)' , 'INSERT INTO ET_Events (Type , Created , Asset_id , Description) ...' , <*> , ' <*> ' , <*> , 'sm <*> called at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Handle.pm line <*> DBIx : : SearchBuilder : : Handle : : Insert('RT : : Handle = HASH(0x18ec9c0)' , 'ET_Events' , 'Type' , <*> , 'Created' , ' <*> ' , 'Asset_id' , <*> , 'Description' , ...) called at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Handle/mysql.pm line <*> DBIx : : SearchBuilder : : Handle : : mysql : : Insert('RT : : Handle = HASH(0x18ec9c0)' , 'ET_Events' , 'Type' , <*> , 'Created' , ' <*> ' , 'Asset_id' , <*> , 'Description' , ...) called at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Record.pm line <*> DBIx : : SearchBuilder : : Record : : <*>	-	47
PCI Using MMCONFIG at e0000000	-	1
kernel MOSAL(1) : file_pgoff = 0x2d1c0	-	2
httpd httpd startup succeeded	-	13
postfix/cleanup 07987864ABE : message-id = <20060419053249.07987864ABE@#56#.#207#>	-	1
ib_sm [ib_sm_bringup.c : 408] : Skip node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : cc , port = <*> bringup because topology is stale , no response	-	1
postfix/cleanup 2E2E5518A6E : message-id = <20060331065404.2E2E5518A6E@tbird-#206#>	-	1
postfix/cleanup C058CF200A8 : message-id = <20060416081003.C058CF200A8@#56#.#207#>	-	1
postfix/cleanup BBEDBF2009E : message-id = <20060419120005.BBEDBF2009E@#56#.#207#>	-	1
postfix/cleanup 78E80518106 : message-id = <20051214151730.78E80518106@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xe32a	-	1
kernel MOSAL(1) : file_pgoff = 0x1ad1b	-	1
postfix/cleanup 846D5F20126 : message-id = <20060405154521.846D5F20126@#56#.#207#>	-	1
postfix/cleanup 79436F200A8 : message-id = <20060625094421.79436F200A8@#56#.#207#>	-	1
postfix/cleanup B10C0864ABE : message-id = <20060624210329.B10C0864ABE@#56#.#207#>	-	1
postfix/cleanup CB073518FB4 : message-id = <20060228000407.CB073518FB4@tbird-#206#>	-	1
kernel 00000101bb77be88 <*> 00000101bb77be48 0000001c00000075	-	1
kernel EXT3-fs error (device sda3) : ext3_free_blocks : Freeing blocks in system zones - Block = <*> , count = <*>	EXT_FS	2
kernel MOSA MOSAL(1) : phys_ctg = no	-	1
kernel MOSAL(1) : file_pgoff = 0x129d0	-	1
postfix/cleanup 6E4EA3B8003 : message-id = <20060526150000.6E4EA3B8003@tbird-#2837#>	-	1
pbs_mom Inappropriate ioctl for device (25) in req_cpyfile , fork_to_user failed with rc = -15023 'cannot find user 'gmlasko' in password file' - returning failure	-	1
kernel MOSAL(1) : file_pgoff = 0x62f9	-	2
ib_sm [ib_sm_sweep.c : 144] : A new IB node <*> was discovered and assigned LID <*>	-	267
kernel MOSAL(1) : file_pgoff = 0x763e	-	8
ib_sm [INFO] : Session not initiated : Cold Sync Limit exceeded for Standby SM guid <*> : <*> : ad : <*> : <*> : <*> : <*> : 2d	-	38
postfix/cleanup 5565E864ABE : message-id = <20060628003745.5565E864ABE@#56#.#207#>	-	1
kernel scsi0 (0 : 0) : rejecting I/O to offline device	SCSI	2293
kernel <*> : pid <*> <*>	-	30931
postfix/cleanup 9F444AC407F : message-id = <20060420193520.9F444AC407F@tbird-#2124#>	-	1
port_mgr.x [INFO] : port down - port = <*> , type = ib4xTX	-	5249
CROND (root) CMD (if [ <*> = = <*> ] ; then <*> <*> <*> <*> <*> <*> <*> > <*> <*> <*>	-	14
